ID,SECTION-NUMBER,SECTION-LENGTH,BRANCH-ORDER,X,Y,Z,HEAD-DIAMETER,NECK-DIAMETER,MAX-DTS,TYPE,AUTO,XYPLANE-ANGLE,SWC-NODE-ID,SWC-NODE-OFFSET,ATTACH-X,ATTACH-Y,ATTACH-Z,SOMA-DISTANCE
5,5,16.171095,N/A,63.121124,42.165752,7.668134,0.532674,0.005000,1.469261,mushroom,yes,12.705261,156,0.468286,62.857067,43.869263,8.056787,59.064823
7,6,52.690769,N/A,42.317467,28.018202,6.957088,0.151163,0.005000,1.437759,thin,yes,29.159508,255,0.542489,41.953957,29.520412,7.819444,61.798225
13,6,52.690769,N/A,40.538719,29.010017,4.913922,0.214320,0.005000,1.270570,thin,yes,20.509503,259,0.000000,39.701797,29.836857,5.354012,65.372040
15,6,52.690769,N/A,52.958679,27.123795,13.874011,0.447601,0.005000,1.243160,mushroom,yes,35.278934,228,0.909752,53.026958,28.202761,14.638893,48.422276
16,6,52.690769,N/A,38.074795,31.359768,6.206645,0.314580,0.005000,1.211736,thin,yes,-31.260564,262,0.327394,38.123856,30.223541,5.516236,67.266273
17,6,52.690769,N/A,35.861111,31.237476,4.959622,0.454599,0.005000,1.193803,mushroom,yes,-34.280963,266,0.061161,36.363579,30.347090,4.262699,69.360550
18,6,52.690769,N/A,52.600060,27.010807,14.313999,0.433749,0.005000,1.150483,mushroom,yes,10.765672,228,0.687685,52.864559,28.264776,14.557674,48.503044
25,6,52.690769,N/A,38.974487,30.172804,7.184614,0.209634,0.005000,1.053962,thin,yes,-81.595124,258,0.000000,38.859638,30.024427,5.914717,64.307968
26,4,13.945633,N/A,68.785927,41.667442,18.008619,0.189493,N/A,1.052522,stubby,yes,64.970804,129,0.300242,69.205360,41.853954,18.991711,47.194771
27,6,52.690769,N/A,44.426723,28.023212,9.506692,0.201300,0.005000,1.030610,thin,yes,6.637649,250,0.977336,44.046780,29.252001,9.656365,58.791439
29,6,52.690769,N/A,50.967308,29.683411,13.926711,0.271992,0.005000,1.026898,thin,yes,-9.856671,233,0.938480,51.119755,28.376394,13.698079,50.558582
30,6,52.690769,N/A,50.659454,27.326773,12.656322,0.278805,0.005000,1.014948,thin,yes,35.976774,234,0.930776,50.441628,28.334923,13.405049,51.356510
35,3,26.658220,N/A,68.005997,37.089458,19.502415,0.265446,0.005000,0.964038,thin,yes,52.917419,82,0.420875,68.467194,37.499020,20.318487,42.275513
36,5,16.171095,N/A,64.388985,43.544456,8.528993,0.219611,0.005000,0.967063,thin,yes,28.837901,153,0.748256,63.406269,43.680199,9.075230,57.955994
37,6,52.690769,N/A,44.004662,29.868975,10.836449,0.258182,0.005000,0.951953,thin,yes,-58.911096,248,0.855639,44.201176,29.257427,9.771153,58.158085
38,6,52.690769,N/A,41.613838,30.725313,6.738297,0.277727,0.005000,0.933485,thin,yes,18.603922,256,0.000000,40.999424,29.840843,7.100808,63.069122
