ID,SECTION-NUMBER,SECTION-LENGTH,BRANCH-ORDER,X,Y,Z,HEAD-DIAMETER,NECK-DIAMETER,MAX-DTS,TYPE,AUTO,XYPLANE-ANGLE,SWC-NODE-ID,SWC-NODE-OFFSET,ATTACH-X,ATTACH-Y,ATTACH-Z,SOMA-DISTANCE
6,4,130.195221,N/A,74.991096,83.768211,16.416203,0.715186,0.005000,1.799791,mushroom,yes,79.088464,130,0.000000,74.734352,83.554207,18.150000,29.974655
10,4,130.195221,N/A,38.264404,49.690189,15.885148,0.185690,0.005000,1.941897,thin,yes,-85.934899,238,0.197275,38.109138,49.726948,13.640011,83.698174
21,4,130.195221,N/A,75.485146,84.433342,15.895497,0.144635,0.005000,1.875011,thin,yes,80.838986,128,0.000000,75.800003,84.418747,17.850000,29.175743
27,4,130.195221,N/A,47.668999,58.702267,11.077257,0.486678,0.252622,1.710773,mushroom,yes,57.808381,217,0.000000,46.783150,58.707809,12.484446,70.955040
33,2,27.100426,N/A,60.150894,97.834641,5.242643,0.321243,0.005000,1.748575,thin,yes,81.668390,69,0.512937,59.849861,97.847214,7.300000,43.117825
41,4,130.195221,N/A,30.206886,37.280453,11.976978,0.310502,0.005000,1.688381,thin,yes,66.581171,271,0.950895,30.914562,36.801403,13.950000,99.097557
43,3,10.769828,N/A,68.994972,102.108818,15.203002,0.228340,0.005000,1.710080,thin,yes,45.085719,94,0.824717,69.009193,100.815773,16.500000,31.312090
56,4,130.195221,N/A,29.107874,31.874937,12.822626,0.507772,0.005000,1.372893,mushroom,yes,-4.129434,283,0.354178,27.658428,31.951420,12.717834,104.968010
57,4,130.195221,N/A,22.461361,12.234170,11.609279,0.554362,0.005000,1.453194,mushroom,yes,44.083676,317,0.804552,21.433794,12.398788,12.617183,126.617561
60,4,130.195221,N/A,73.030220,83.076294,17.139427,0.526502,0.133337,1.332519,mushroom,yes,32.043569,137,0.732446,73.576805,82.003799,17.892883,32.482822
62,4,130.195221,N/A,23.060875,16.661865,12.676097,0.449478,0.005000,1.454183,mushroom,yes,-75.914120,312,0.085047,22.722034,16.296301,10.689621,123.504448
63,4,130.195221,N/A,58.975853,69.533958,12.564536,0.249353,0.220786,1.288875,thin,yes,51.029432,180,0.000000,59.029842,68.860283,13.400001,53.712463
69,4,130.195221,N/A,22.603170,8.129793,15.434892,0.359047,0.005000,1.336601,mushroom,yes,-41.639191,329,0.753012,22.192509,7.123653,14.468726,133.825790
72,4,130.195221,N/A,22.619606,14.393161,10.544435,0.432249,0.005000,1.241360,mushroom,yes,35.604693,314,0.900482,22.336542,15.318995,11.237674,124.426071
73,4,130.195221,N/A,27.334410,34.285732,13.217315,0.370174,0.005000,1.327222,mushroom,yes,-7.758273,280,0.396948,28.639711,33.596462,13.016208,103.365379
74,4,130.195221,N/A,73.090408,82.827461,19.088587,0.283250,0.005000,1.302919,thin,yes,-49.988137,136,0.618690,73.869705,82.391357,18.024771,32.059017
75,2,27.100426,N/A,59.738792,97.501427,5.432734,0.125207,0.005000,1.315075,thin,yes,59.253499,69,0.618488,59.294735,98.173004,6.786191,43.040394
77,4,130.195221,N/A,23.322615,15.807978,12.034286,0.255062,0.005000,1.213265,thin,yes,-49.364688,313,0.866546,22.498695,15.647968,11.056264,123.661087
78,2,27.100426,N/A,57.262367,99.989601,6.493640,0.364570,0.246941,1.127337,mushroom,yes,-60.260243,73,0.670628,57.475121,99.572281,5.673729,45.338829
79,4,130.195221,N/A,22.282799,15.581356,9.732848,0.346854,0.005000,1.192135,thin,yes,56.973144,312,0.703166,22.664539,16.136181,10.768831,123.131699
81,4,130.195221,N/A,21.753860,14.547423,10.557942,0.413280,0.206845,1.136719,mushroom,yes,57.271241,314,0.731733,22.173370,14.942095,11.454135,124.563240
82,4,130.195221,N/A,24.026424,16.239740,10.937901,0.385383,0.005000,1.190924,mushroom,yes,-14.105568,311,0.714845,22.849466,16.545401,10.632338,122.418076
86,3,10.769828,N/A,70.746315,100.822678,17.004408,0.483246,N/A,1.110096,stubby,yes,-71.595383,91,0.822222,70.654030,101.109116,16.100000,29.457008
87,4,130.195221,N/A,22.625885,3.547430,16.162100,0.295850,0.005000,1.105276,thin,yes,-13.348871,335,0.569785,23.624472,4.033928,15.898520,137.751816
