ID,SECTION-NUMBER,SECTION-LENGTH,BRANCH-ORDER,X,Y,Z,HEAD-DIAMETER,NECK-DIAMETER,MAX-DTS,TYPE,AUTO,XYPLANE-ANGLE,SWC-NODE-ID,SWC-NODE-OFFSET,ATTACH-X,ATTACH-Y,ATTACH-Z,SOMA-DISTANCE
14,1,96.803146,N/A,68.942490,35.522480,7.453028,0.283943,0.005000,1.851302,thin,yes,-88.408976,71,0.785176,68.904503,35.561207,5.500000,38.938400
18,1,96.803146,N/A,68.137238,33.960182,6.283476,0.386507,0.005000,1.821332,mushroom,yes,-24.302207,72,0.000000,68.113762,35.695053,5.500000,39.806416
29,1,96.803146,N/A,10.519726,45.311195,7.300168,0.282497,0.005000,1.726111,thin,yes,65.327422,194,0.000000,10.521330,46.136841,9.097519,102.764046
35,1,96.803146,N/A,62.452450,36.769699,3.965432,0.143797,0.005000,1.681982,thin,yes,68.407250,84,0.156748,62.204041,37.395821,5.667378,46.124954
44,1,96.803146,N/A,27.094318,44.254524,7.961605,0.337951,0.005000,1.525608,thin,yes,-68.610086,156,0.099743,27.688753,44.376041,6.412614,84.135063
50,2,62.613064,N/A,46.767742,49.201897,29.387503,0.347687,0.005000,1.462197,thin,yes,-32.728758,334,0.000000,45.757263,50.062954,28.534266,70.529190
51,1,96.803146,N/A,58.530724,38.363121,3.673271,0.252319,N/A,1.474479,stubby,yes,72.048956,91,0.000000,58.773335,38.775467,5.150000,49.984631
57,1,96.803146,N/A,60.029015,39.543327,4.743291,0.469182,0.005000,1.386895,mushroom,yes,21.977734,90,0.301510,59.370495,38.498943,5.241568,49.301682
65,1,96.803146,N/A,68.872993,36.039848,6.809227,0.345654,0.005000,1.309330,thin,yes,-71.455485,71,0.316016,68.783386,35.609894,5.500000,39.195847
66,1,96.803146,N/A,25.524120,47.030170,5.349273,0.423044,0.005000,1.271418,mushroom,yes,23.669217,161,0.016747,25.267651,45.916977,5.850000,87.167618
67,2,62.613064,N/A,48.527615,48.116722,27.353519,0.169380,0.005000,1.313015,thin,yes,-55.616056,327,0.670225,48.797100,48.868099,26.187016,66.244553
71,2,62.613064,N/A,67.281776,45.441246,15.980596,0.372654,0.005000,1.242630,mushroom,yes,13.102450,276,0.371689,67.547943,46.567699,16.250000,42.825142
74,1,96.803146,N/A,58.710037,38.905060,3.826629,0.275021,0.005000,1.241683,thin,yes,83.780257,91,0.000000,58.773335,38.775467,5.150000,49.984631
80,1,96.803146,N/A,48.123505,41.064613,6.143857,0.401458,0.005000,1.189739,mushroom,yes,10.910977,112,0.256499,48.245262,42.253685,6.374271,61.829617
81,2,62.613064,N/A,57.452812,46.153114,20.456875,0.179782,0.005000,1.214357,thin,yes,19.568283,304,0.627767,57.218822,47.578259,20.970240,55.440189
84,1,96.803146,N/A,57.924938,38.446266,4.302026,0.488591,0.005000,1.139049,mushroom,yes,48.546166,93,0.904748,58.040089,39.228817,5.197516,50.474285
85,1,96.803146,N/A,3.864675,47.869503,9.547850,0.400698,0.005000,1.149189,mushroom,yes,30.201330,212,0.568568,4.610275,48.505474,10.118247,110.409966
86,2,62.613064,N/A,40.242466,51.916000,31.369101,0.336390,0.005000,1.123158,thin,yes,30.518319,348,0.000000,40.121353,51.023552,31.900000,77.689987
87,2,62.613064,N/A,48.074574,50.188614,28.075903,0.343799,0.005000,1.133775,thin,yes,-29.537239,331,0.230721,47.168381,49.750057,27.505455,68.642090
88,1,96.803146,N/A,6.512852,45.999573,9.626973,0.342953,0.005000,1.141019,thin,yes,-8.702437,205,0.701601,7.212381,46.920143,9.450000,106.835739
89,1,96.803146,N/A,62.441296,38.552559,5.910787,0.398692,0.005000,1.125025,mushroom,yes,-12.508116,84,0.021643,62.132984,37.418163,5.650000,46.214153
90,2,62.613064,N/A,46.543350,51.054653,27.403961,0.212522,0.005000,1.139874,thin,yes,27.973240,333,0.288080,46.235050,49.977875,27.998829,69.789177
93,1,96.803146,N/A,5.476237,47.247219,10.253015,0.487144,0.005000,1.083821,mushroom,yes,-38.277498,209,0.861332,5.963527,47.969929,9.565188,108.711388
95,1,96.803146,N/A,56.019356,39.345863,5.512845,0.174446,0.005000,1.109078,thin,yes,-31.445663,97,0.948199,56.690575,40.218380,4.839692,52.581593
98,1,96.803146,N/A,26.715708,43.587681,6.290811,0.384112,0.005000,1.077320,mushroom,yes,0.059630,157,0.666411,27.480579,44.544689,6.292086,84.420807
102,1,96.803146,N/A,22.903000,44.785103,5.637960,0.238125,0.005000,1.082954,thin,yes,5.991014,165,0.885069,22.912731,45.980595,5.763426,89.561821
105,1,96.803146,N/A,48.880314,43.253155,6.491979,0.390378,0.005000,1.045563,mushroom,yes,-12.881427,111,0.048252,48.737282,42.214092,6.252116,61.410290
107,1,96.803146,N/A,16.159958,47.095142,7.836332,0.408359,0.005000,1.048359,mushroom,yes,-20.612901,183,0.669741,15.969161,46.127655,7.465420,97.281509
108,1,96.803146,N/A,30.670456,44.388840,7.640156,0.249153,0.005000,1.061061,thin,yes,12.408960,150,0.628137,30.857430,43.245327,7.895103,80.324348
111,2,62.613064,N/A,51.551334,49.128723,24.535646,0.378415,0.005000,1.004473,mushroom,yes,-9.880242,318,0.000000,51.710442,48.074791,24.350000,62.383472
112,1,96.803146,N/A,31.638069,42.521641,8.566813,0.458064,0.005000,1.015850,mushroom,yes,-31.251999,149,0.833252,31.570303,43.393353,8.036207,79.595848
113,2,62.613064,N/A,60.677513,49.960648,19.116175,0.247896,0.005000,1.028448,thin,yes,-5.604639,294,0.359873,61.139771,48.927994,19.005148,50.674812
114,2,62.613064,N/A,56.481926,46.069397,21.007380,0.312487,0.005000,1.016241,thin,yes,23.051850,305,0.000000,56.300941,47.093662,21.450001,56.533516
115,1,96.803146,N/A,1.945549,49.748840,10.965989,0.474189,0.005000,0.999646,mushroom,yes,-9.613482,219,0.117394,2.544068,50.466610,10.807693,113.585243
116,1,96.803146,N/A,13.477913,45.141903,8.111216,0.361379,0.005000,1.001283,mushroom,yes,0.421371,189,0.856349,13.594798,46.161072,8.118760,99.753731
117,2,62.613064,N/A,40.932762,50.434319,30.039898,0.329099,0.005000,0.961936,thin,yes,42.498689,344,0.000000,41.650116,50.500595,30.700001,75.588524
119,1,96.803146,N/A,12.609816,47.642487,8.553822,0.312707,0.005000,0.972681,thin,yes,-4.358669,191,0.312514,12.323810,46.537678,8.466837,101.102646
120,1,96.803146,N/A,23.479965,46.864151,5.540757,0.537815,0.005000,0.913767,mushroom,yes,10.104209,164,0.718144,23.726057,46.005096,5.700000,88.963287
122,1,96.803146,N/A,36.280048,42.497059,9.438495,0.386483,0.189085,0.884279,mushroom,yes,-53.750574,139,0.715863,36.247684,43.085590,8.634609,74.697472
124,1,96.803146,N/A,10.980689,45.334003,9.344505,0.337186,0.005000,0.921761,thin,yes,-16.272937,195,0.353786,10.680888,46.192890,9.078955,103.060158
125,1,96.803146,N/A,5.839590,48.991249,9.869367,0.424129,0.224943,0.868917,mushroom,yes,8.874754,210,0.000000,5.477672,48.383450,9.979822,109.625526
127,1,96.803146,N/A,28.322155,43.094391,6.847537,0.543903,0.375066,0.865981,mushroom,yes,2.867616,154,0.359759,28.680901,43.706863,6.883092,82.880264
129,2,62.613064,N/A,49.460777,49.541779,25.149353,0.199392,0.005000,0.916988,thin,yes,19.905332,324,0.656976,49.848816,48.652439,25.500702,64.909538
130,2,62.613064,N/A,40.899246,49.791378,30.686274,0.224503,0.005000,0.900899,thin,yes,17.331211,345,0.567093,41.423210,50.585632,30.983206,75.873398
131,2,62.613064,N/A,39.582481,50.434681,32.826054,0.316891,0.005000,0.868206,thin,yes,-28.885387,350,0.238942,39.524025,51.202129,32.401428,78.634850
134,1,96.803146,N/A,7.562296,47.850677,9.570394,0.185613,0.005000,0.885184,thin,yes,-8.224495,204,0.288409,7.352798,46.874229,9.426047,106.605057
