ID,SECTION-NUMBER,SECTION-LENGTH,BRANCH-ORDER,X,Y,Z,HEAD-DIAMETER,NECK-DIAMETER,MAX-DTS,TYPE,AUTO,XYPLANE-ANGLE,SWC-NODE-ID,SWC-NODE-OFFSET,ATTACH-X,ATTACH-Y,ATTACH-Z,SOMA-DISTANCE
1,1,78.780800,N/A,46.472446,42.258331,7.178977,0.455087,0.312455,1.245793,mushroom,yes,75.695854,130,0.318834,46.721863,42.046234,8.463048,67.288033
4,2,81.558296,N/A,33.412224,13.989953,20.496134,0.390660,0.005000,1.353149,mushroom,yes,30.990299,349,0.000000,32.950825,14.883215,21.100000,87.163391
10,2,81.558296,N/A,61.983467,25.949724,14.821910,0.234261,0.005000,1.369003,thin,yes,-69.071115,279,0.877439,61.691101,25.425983,13.253513,51.320553
17,2,81.558296,N/A,29.439657,13.305251,22.942436,0.475201,0.005000,1.348020,mushroom,yes,-21.860933,359,0.151054,28.968330,14.464833,22.440243,91.526756
18,1,78.780800,N/A,25.648653,50.422314,6.245712,0.437966,0.005000,1.301947,mushroom,yes,-39.462320,189,0.000000,26.012621,51.397816,5.388571,92.375839
21,2,81.558296,N/A,20.628538,10.472512,24.122812,0.388374,0.005000,1.293344,mushroom,yes,65.456130,378,0.000000,20.400734,11.107442,25.600000,101.114914
23,2,81.558296,N/A,48.126980,20.617479,14.257874,0.403870,0.005000,1.294391,mushroom,yes,31.104568,316,0.362796,47.436974,21.557211,14.961287,68.698189
25,2,81.558296,N/A,23.181711,11.127312,23.736067,0.340745,0.005000,1.251105,thin,yes,36.400601,372,0.000000,23.267555,12.023727,24.400000,98.546120
26,1,78.780800,N/A,55.279133,37.409035,6.816976,0.358217,0.005000,1.263646,mushroom,yes,69.952949,107,0.000000,54.809521,37.289345,8.145077,56.729240
28,1,78.780800,N/A,54.778992,36.692867,7.211478,0.465519,0.416607,1.167136,mushroom,yes,59.818478,109,0.741969,55.036415,37.155834,8.122307,57.161396
29,2,81.558296,N/A,24.062880,11.382285,23.625431,0.184848,0.005000,1.308252,thin,yes,25.636127,372,0.913946,23.601358,12.301697,24.119122,97.957001
30,2,81.558296,N/A,64.926468,25.293453,10.700072,0.439282,0.005000,1.212818,mushroom,yes,83.400635,269,0.794197,64.900002,25.441498,12.000000,46.790077
33,1,78.780800,N/A,70.456139,28.093845,6.981860,0.303013,0.263145,1.132098,thin,yes,71.441206,63,0.801592,70.459045,28.431694,7.988187,38.192188
34,1,78.780800,N/A,53.556904,36.978531,7.607622,0.475386,0.005000,1.250495,mushroom,yes,19.447170,111,0.194833,54.101929,37.988228,8.012750,58.488091
35,1,78.780800,N/A,20.355593,55.464493,4.543945,0.482148,0.005000,1.198390,mushroom,yes,3.453592,209,0.945320,20.062332,54.348026,4.613609,99.488228
