ID,SECTION-NUMBER,SECTION-LENGTH,BRANCH-ORDER,X,Y,Z,HEAD-DIAMETER,NECK-DIAMETER,MAX-DTS,TYPE,AUTO,XYPLANE-ANGLE,SWC-NODE-ID,SWC-NODE-OFFSET,ATTACH-X,ATTACH-Y,ATTACH-Z,SOMA-DISTANCE
9,0,132.698959,N/A,60.090805,22.946056,16.727213,0.473012,0.005000,1.420407,mushroom,yes,-10.207162,101,0.450002,60.233704,24.331261,16.476473,55.048264
13,0,132.698959,N/A,11.390393,51.168026,11.171682,0.384064,0.050000,1.281085,mushroom,yes,80.496903,232,0.864566,11.324848,51.397964,12.600000,118.164032
16,0,132.698959,N/A,15.735328,51.540493,10.734303,0.287786,0.005000,1.393244,thin,yes,74.160974,220,0.000000,15.448613,51.821762,12.150001,113.411140
27,0,132.698959,N/A,17.759285,50.574787,11.308271,0.285082,0.005000,1.318813,thin,yes,86.081635,216,0.791952,17.762629,50.670055,12.700000,110.621758
35,0,132.698959,N/A,22.442841,48.121246,15.253028,0.368415,0.005000,1.307758,mushroom,yes,-38.648012,201,0.000000,21.944689,47.249306,14.450000,104.654190
36,0,132.698959,N/A,19.111246,51.132362,11.890247,0.190405,0.005000,1.320673,thin,yes,45.013797,214,0.736336,18.525505,50.336563,12.878847,109.820076
37,0,132.698959,N/A,42.019409,30.918480,20.611513,0.458767,0.005000,1.250339,mushroom,yes,-23.224628,143,0.000000,42.869946,31.734306,20.105785,75.516205
38,0,132.698959,N/A,57.522266,26.722355,17.034399,0.435044,0.005000,1.250089,mushroom,yes,-21.263005,109,0.214287,57.113811,25.688524,16.601833,58.560863
40,0,132.698959,N/A,50.026432,26.128334,19.166159,0.201292,0.005000,1.297335,thin,yes,-16.037452,125,0.500493,50.390388,27.405029,18.784548,66.313240
41,0,132.698959,N/A,63.120163,22.090807,15.791438,0.244354,0.005000,1.270571,thin,yes,22.308288,94,0.000000,63.120865,23.212950,16.251852,51.527012
44,0,132.698959,N/A,7.256831,52.622593,11.711385,0.415308,0.005000,1.171715,mushroom,yes,79.236966,240,0.012919,7.323108,52.848522,12.950000,122.515823
46,0,132.698959,N/A,88.833000,12.360633,11.502522,0.505884,0.005000,1.208663,mushroom,yes,-8.772003,33,0.872540,88.275711,11.234853,11.308686,21.601503
47,0,132.698959,N/A,6.674541,53.596146,13.949271,0.461926,0.005000,1.167047,mushroom,yes,-69.106738,241,0.000000,6.556354,53.233467,12.950000,123.280266
48,0,132.698959,N/A,7.216114,54.101189,13.636496,0.280579,0.005000,1.238860,thin,yes,-33.608285,241,0.067841,6.689219,53.212742,12.950000,123.228874
51,0,132.698959,N/A,11.778900,50.653461,11.606123,0.214029,0.005000,1.221318,thin,yes,48.808541,231,0.248825,11.361451,51.416553,12.600000,117.980400
53,0,132.698959,N/A,21.255365,49.661674,13.155842,0.186064,0.005000,1.221651,thin,yes,20.524393,208,0.439154,20.216688,49.057106,13.605764,107.371132
54,0,132.698959,N/A,45.437813,31.339090,20.512920,0.467558,0.005000,1.147614,mushroom,yes,-20.958221,139,0.038516,44.715443,30.451149,20.074482,73.334908
56,0,132.698959,N/A,5.723313,52.390766,12.365377,0.272362,0.005000,1.146794,thin,yes,30.056038,243,0.639664,6.244293,53.256393,12.950000,123.755035
58,0,132.698959,N/A,44.663734,31.212454,21.192617,0.343546,0.005000,1.076379,thin,yes,-56.836631,140,0.298577,44.153633,30.796013,20.184914,73.771744
61,0,132.698959,N/A,40.896217,36.337696,18.125845,0.318714,0.274466,1.093185,thin,yes,49.404257,153,0.556175,40.217754,36.040710,18.990067,80.811699
