ID,SECTION-NUMBER,SECTION-LENGTH,BRANCH-ORDER,X,Y,Z,HEAD-DIAMETER,NECK-DIAMETER,MAX-DTS,TYPE,AUTO,XYPLANE-ANGLE,SWC-NODE-ID,SWC-NODE-OFFSET,ATTACH-X,ATTACH-Y,ATTACH-Z,SOMA-DISTANCE
2,2,112.865189,N/A,69.180046,43.974960,3.557600,0.458741,0.005000,1.295689,mushroom,yes,11.045149,330,0.000000,70.210518,43.281979,3.800000,60.532078
6,1,121.492325,N/A,10.997914,5.481251,23.482515,0.446216,0.005000,1.324760,mushroom,yes,-74.110591,223,0.708865,11.281724,5.568444,22.439503,124.946327
7,1,121.492325,N/A,17.499189,17.888292,23.720879,0.262676,0.005000,1.455168,thin,yes,-21.539996,195,0.590453,18.420013,16.880579,23.182064,110.900314
10,1,121.492325,N/A,13.663152,11.949740,22.073065,0.198810,0.005000,1.426118,thin,yes,77.634699,207,0.285497,13.964092,11.852528,23.515629,117.520874
14,1,121.492325,N/A,14.790093,14.243403,23.483006,0.363913,0.005000,1.360799,mushroom,yes,-18.532999,203,0.590646,15.740799,13.609800,23.100000,115.246880
19,2,112.865189,N/A,53.337791,31.454468,6.422242,0.422023,0.005000,1.400848,mushroom,yes,5.669565,373,0.382975,54.217216,30.174276,6.576434,81.996895
21,2,112.865189,N/A,43.508518,16.027267,7.602484,0.336125,0.005000,1.278475,thin,yes,-10.763044,410,0.000000,42.812580,16.833677,7.400000,100.359383
24,1,121.492325,N/A,48.963238,46.977840,24.624229,0.304592,0.005000,1.343813,thin,yes,-56.383486,101,0.000000,48.545013,47.556732,23.550001,64.736717
25,1,121.492325,N/A,39.286167,41.942883,26.172525,0.357881,0.005000,1.328521,mushroom,yes,-31.624661,124,0.703947,39.167450,40.775589,25.450001,76.560509
29,1,121.492325,N/A,55.364189,54.623119,22.392937,0.195945,0.145223,1.220752,thin,yes,-66.215975,82,0.553851,55.435501,54.202229,21.424318,54.988838
31,2,112.865189,N/A,61.649090,34.210545,5.838194,0.529754,0.005000,1.287902,mushroom,yes,15.433853,355,0.119475,60.703026,35.117397,6.200000,73.351395
32,2,112.865189,N/A,70.721870,45.705860,4.323713,0.351079,0.005000,1.330006,mushroom,yes,-8.972626,327,0.000000,71.594376,44.595238,4.100710,58.783100
33,1,121.492325,N/A,40.904251,42.859180,25.149540,0.413441,0.005000,1.224568,mushroom,yes,14.339247,119,0.756709,41.245323,41.734364,25.450001,74.397621
37,1,121.492325,N/A,20.661213,18.510960,25.141167,0.196850,0.005000,1.252164,thin,yes,-72.773638,188,0.000000,21.046041,18.509447,23.900000,106.872391
38,1,121.492325,N/A,26.391512,22.777824,23.702877,0.462693,0.005000,1.261455,mushroom,yes,4.191211,173,0.000000,25.556385,23.806973,23.800001,100.212410
39,1,121.492325,N/A,47.895111,47.587494,24.681475,0.347034,0.128935,1.195812,thin,yes,-70.773576,102,0.000000,48.168598,47.303032,23.550001,65.138962
40,2,112.865189,N/A,63.757580,36.441750,4.652572,0.357474,0.005000,1.228194,mushroom,yes,35.675918,349,0.735479,63.099861,37.093571,5.317376,70.154312
41,1,121.492325,N/A,16.430326,13.902143,22.421309,0.100233,0.005000,1.164143,thin,yes,54.512979,201,0.590455,16.306892,14.307508,23.015656,114.339409
42,2,112.865189,N/A,51.577316,29.009325,5.811813,0.274158,0.005000,1.272078,thin,yes,56.236877,378,0.202654,52.148331,28.506437,6.950000,84.849823
46,2,112.865189,N/A,67.379936,41.554619,3.330645,0.321602,0.005000,1.191231,thin,yes,58.806763,335,0.407072,68.000626,41.516560,4.357724,63.005302
49,2,112.865189,N/A,45.395226,21.498150,5.733845,0.282956,0.005000,1.219701,thin,yes,70.243109,401,0.930980,45.768158,21.270721,6.950000,94.880226
51,1,121.492325,N/A,13.563210,9.422019,22.366459,0.327522,0.005000,1.174450,thin,yes,40.616945,214,0.000000,12.683033,9.276280,23.131592,120.932793
52,2,112.865189,N/A,44.947147,17.804987,7.520491,0.442759,0.005000,1.138707,mushroom,yes,-10.948839,407,0.000000,43.830147,18.139910,7.294898,98.442467
54,1,121.492325,N/A,11.548368,4.065089,21.720692,0.480462,0.005000,1.147332,mushroom,yes,29.577461,226,0.846022,10.669700,4.318016,22.239637,126.395775
55,1,121.492325,N/A,65.462921,61.811737,19.440853,0.281413,0.005000,1.125940,thin,yes,70.425953,56,0.572722,65.121582,61.952377,20.479113,41.993553
57,1,121.492325,N/A,46.598133,45.332092,22.874634,0.301420,0.005000,1.149339,thin,yes,58.226061,107,0.585445,46.645523,45.947777,23.871580,67.320457
58,2,112.865189,N/A,43.137821,19.608324,6.846590,0.241776,0.005000,1.162473,thin,yes,17.371564,406,0.000000,44.176472,18.844072,7.250000,97.837769
