ID,SECTION-NUMBER,SECTION-LENGTH,BRANCH-ORDER,X,Y,Z,HEAD-DIAMETER,NECK-DIAMETER,MAX-DTS,TYPE,AUTO,XYPLANE-ANGLE,SWC-NODE-ID,SWC-NODE-OFFSET,ATTACH-X,ATTACH-Y,ATTACH-Z,SOMA-DISTANCE
4,2,62.780602,N/A,16.821777,30.470369,40.129845,0.374195,0.005000,1.387861,mushroom,yes,-40.380544,274,0.498608,17.853922,30.397753,39.249855,84.297432
5,2,62.780602,N/A,5.414112,4.478922,37.873291,0.290423,0.005000,1.353095,thin,yes,62.665615,338,0.213912,5.271763,5.106963,39.119125,115.692467
7,2,62.780602,N/A,19.212996,32.138889,42.020744,0.152989,0.005000,1.348879,thin,yes,-73.379633,268,0.258852,19.475346,32.500103,40.525154,81.248276
8,2,62.780602,N/A,15.088659,26.597748,36.325119,0.366318,0.005000,1.310150,mushroom,yes,60.318544,284,0.509536,15.069593,25.928383,37.500000,90.603386
10,2,62.780602,N/A,13.138423,20.058315,35.825928,0.438467,0.005000,1.280296,mushroom,yes,-10.301439,298,0.330950,11.895583,20.078899,35.600002,97.665604
11,1,33.066563,N/A,22.223658,49.308456,48.058342,0.434128,0.005000,1.257809,mushroom,yes,-22.105181,154,0.364095,22.806232,48.342003,47.600002,67.260979
12,2,62.780602,N/A,8.438731,14.998807,36.458965,0.425691,0.005000,1.202598,mushroom,yes,-11.804409,314,0.609020,9.237733,14.056436,36.200756,104.485588
13,2,62.780602,N/A,13.219023,21.768946,36.160038,0.409595,0.005000,1.204231,mushroom,yes,-19.193485,295,0.913799,12.298154,22.256382,35.797337,95.676949
14,2,62.780602,N/A,15.020840,24.882093,35.514862,0.299987,0.005000,1.257875,thin,yes,64.012747,286,0.350850,14.500420,24.734768,36.624439,91.932953
15,2,62.780602,N/A,8.127660,13.299259,37.297112,0.291919,0.005000,1.190232,thin,yes,-52.517257,317,0.566540,8.805429,13.033905,36.347950,106.201530
16,2,62.780602,N/A,21.246481,34.423656,40.527523,0.218861,0.005000,1.268159,thin,yes,1.254551,265,0.790413,19.749006,34.286007,40.560455,79.436775
17,2,62.780602,N/A,8.058949,14.488572,36.678734,0.270434,0.005000,1.252235,thin,yes,-19.550014,315,0.791246,9.186761,13.919813,36.230202,104.891869
18,2,62.780602,N/A,5.903109,5.095118,37.738281,0.297000,0.005000,1.186430,thin,yes,60.210873,337,0.208527,5.777048,5.668506,38.763836,114.998825
19,1,33.066563,N/A,0.197216,44.344852,48.355137,0.221701,0.005000,1.216681,thin,yes,74.766361,215,0.000000,0.400000,44.633335,49.650002,92.140068
21,2,62.780602,N/A,23.939960,40.186962,41.081985,0.429050,0.005000,1.167630,mushroom,yes,43.390466,246,0.000000,23.281507,40.808765,41.938129,71.367584
22,0,59.409756,N/A,31.662256,49.487534,43.470764,0.248961,0.005000,1.193106,thin,yes,44.154081,128,0.000000,31.196751,50.352768,44.424683,57.375610
24,1,33.066563,N/A,2.881711,45.122902,48.494205,0.253990,0.005000,1.153737,thin,yes,69.172327,210,0.000000,2.800320,44.652161,49.750000,89.629532
25,1,33.066563,N/A,5.965254,42.680080,50.027390,0.361748,0.005000,1.059577,mushroom,yes,-13.153091,202,0.813332,6.016582,43.749828,49.777119,85.595963
26,1,33.066563,N/A,23.203114,49.506424,47.988194,0.218191,0.005000,1.142160,thin,yes,-31.384710,151,0.443907,23.332823,48.532825,47.389015,66.420120
27,2,62.780602,N/A,28.147062,48.403782,45.464462,0.441594,N/A,1.038575,stubby,yes,-78.899557,220,0.828169,28.380848,48.397064,44.272404,61.045547
28,1,33.066563,N/A,15.193934,46.300758,48.281109,0.241926,0.005000,1.134707,thin,yes,4.111811,178,0.000000,15.455138,45.113174,48.368523,76.671089
29,1,33.066563,N/A,23.001236,49.675499,47.177357,0.233277,0.005000,1.117258,thin,yes,5.250492,151,0.996112,23.546211,48.623463,47.286236,66.229958
30,0,59.409756,N/A,49.006874,55.702244,40.722065,0.324701,0.005000,1.079698,thin,yes,-28.623469,78,0.649920,49.635342,54.792610,40.118671,37.071049
31,1,33.066563,N/A,7.933356,42.763050,49.504322,0.369752,0.005000,1.062993,mushroom,yes,-1.963759,199,0.901814,7.333047,43.749340,49.464733,84.324738
32,2,62.780602,N/A,20.832821,33.842098,40.316708,0.304390,0.005000,1.065889,thin,yes,15.243960,265,0.000000,19.795216,33.793713,40.599781,79.935295
33,2,62.780602,N/A,19.377666,31.242954,38.991440,0.189170,0.005000,1.077392,thin,yes,36.029776,271,0.024547,18.570194,31.351572,39.584034,83.110077
34,1,33.066563,N/A,0.919576,43.894554,49.092415,0.398463,0.005000,1.023981,mushroom,yes,43.601533,214,0.000000,0.796781,44.552002,49.729355,91.619965
35,2,62.780602,N/A,12.264749,20.389828,36.340427,0.523859,N/A,0.959679,stubby,yes,-63.898676,298,0.835599,11.903880,20.352911,35.600002,97.360687
36,2,62.780602,N/A,11.615978,22.408567,35.045158,0.380876,0.005000,1.019323,mushroom,yes,46.274746,294,0.205357,12.287413,22.191677,35.782871,95.543419
37,2,62.780602,N/A,13.120018,22.748394,35.030754,0.360699,N/A,1.037699,stubby,yes,49.835242,293,0.460828,12.402465,22.558689,35.910133,95.004295
38,1,33.066563,N/A,10.423122,44.086456,49.807560,0.449694,N/A,0.980314,stubby,yes,-65.457879,192,0.558237,10.110675,44.290951,48.989761,81.539421
39,2,62.780602,N/A,6.201697,4.670228,38.537495,0.385123,0.005000,0.996329,mushroom,yes,16.604138,338,0.716927,5.721889,5.553602,38.837257,115.324165
40,0,59.409756,N/A,32.655914,52.107964,43.759396,0.484623,0.005000,0.982195,mushroom,yes,28.461954,124,0.360623,32.947392,51.220211,44.265919,55.228973
42,1,33.066563,N/A,7.465317,42.687862,49.880653,0.183197,0.005000,1.017734,thin,yes,-20.679679,199,0.000000,7.066897,43.614273,49.500000,84.708992
