ID,SECTION-NUMBER,SECTION-LENGTH,BRANCH-ORDER,X,Y,Z,HEAD-DIAMETER,NECK-DIAMETER,MAX-DTS,TYPE,AUTO,XYPLANE-ANGLE,SWC-NODE-ID,SWC-NODE-OFFSET,ATTACH-X,ATTACH-Y,ATTACH-Z,SOMA-DISTANCE
0,4,38.214474,N/A,58.145962,26.281981,33.582836,0.402481,0.005000,1.392116,mushroom,yes,24.337838,191,0.000000,58.347626,24.900122,34.214489,51.914909
1,6,27.517315,N/A,73.968384,16.337959,36.633362,0.248139,0.005000,1.430238,thin,yes,-36.198730,349,0.576618,74.497879,17.581999,35.643867,32.886971
2,4,38.214474,N/A,48.643208,23.962048,35.163174,0.233426,0.005000,1.431308,thin,yes,18.478799,215,0.000000,49.450001,25.174999,35.650002,61.549938
3,4,38.214474,N/A,49.671432,24.269604,36.735813,0.442328,0.290752,1.383264,mushroom,yes,-48.197726,214,0.000000,49.799999,25.141666,35.750000,61.184410
4,6,27.517315,N/A,65.631920,23.452761,35.989159,0.445740,0.005000,1.367842,mushroom,yes,-16.005146,371,0.932694,66.722893,24.203026,35.609364,44.008995
5,5,37.693039,N/A,100.795624,46.879749,34.562004,0.386901,0.005000,1.271919,mushroom,yes,44.049457,320,0.610936,99.880150,46.687523,35.466908,59.089855
6,4,38.214474,N/A,55.345470,25.680065,36.027546,0.274528,0.005000,1.319485,thin,yes,-41.516087,199,0.000000,55.189121,24.769911,35.210052,55.310272
7,5,37.693039,N/A,93.026268,33.117882,29.278864,0.500054,0.221930,1.227197,mushroom,yes,60.502549,273,0.000000,93.515511,33.072815,30.147348,41.968533
8,4,38.214474,N/A,62.579464,25.574846,34.065613,0.356569,0.005000,1.226799,mushroom,yes,-54.480458,180,0.035574,62.175701,25.095535,33.187634,47.851521
9,4,38.214474,N/A,62.904865,24.398079,32.059528,0.427043,0.005000,1.198412,mushroom,yes,62.421709,177,0.156835,63.148182,24.869162,33.074661,46.944973
10,5,37.693039,N/A,97.900589,41.643017,33.890484,0.309579,0.005000,1.221882,thin,yes,-57.695958,302,0.000000,97.248123,41.758751,32.842438,52.763756
12,4,38.214474,N/A,70.272263,21.845945,30.533974,0.295012,0.005000,1.167140,thin,yes,39.457370,156,0.571836,70.535339,22.713293,31.279993,38.462143
13,3,35.106667,N/A,84.548645,32.614395,9.103395,0.447982,0.005000,1.188157,mushroom,yes,29.237986,93,0.000000,85.298584,33.354233,9.693068,49.091690
14,3,35.106667,N/A,85.010452,33.071465,8.641765,0.557309,0.005000,1.157436,mushroom,yes,59.648516,95,0.700076,85.261299,33.541428,9.551526,49.653339
